,ITA,SSIM
1398,-25.389999999999997,0.9999837875366211
1399,-25.389999999999997,0.9999805291493734
1400,-25.389999999999997,0.9999808470408121
1401,-25.389999999999997,0.9999818801879883
1402,-25.389999999999997,0.9999822775522867
1403,-25.389999999999997,0.9999829133351644
1443,2.946,0.9999853769938151
1444,2.946,0.9999845027923584
1445,2.946,0.999982754389445
1446,2.946,0.9999810854593912
1447,2.946,0.9999799728393555
1448,2.946,0.9999808470408121
1449,2.946,0.999981164932251
1450,2.946,0.9999807675679525
1451,2.946,0.9999781449635824
1452,2.946,0.9999790986378988
1453,2.946,0.999980608622233
1454,2.946,0.9999794960021973
1455,2.946,0.9999814828236898
1495,-35.45333333333333,0.9999879598617554
1496,-35.45333333333333,0.9999879598617554
1497,-35.45333333333333,0.9999876022338867
1498,-35.45333333333333,0.9999878406524658
1499,-35.45333333333333,0.9999879598617554
1500,-35.45333333333333,0.9999865293502808
1501,-35.45333333333333,0.9999848008155823
